; charset=UTF-8
# IOO (BOM) : oui
# FDL (EOL) : Unix
#
# Udescripteurs.txt
# v10
# d27
# 2024-10-04T0722+0200
#
# Mise à jour grâce aux informations d’Alain LaBonté, 2022-04-23–2022-05-08
# Approbation a priori des noms en CAPITALE/MINUSCULE LATINE A/OE/X, 2022-05-08T1954-0400
#
# Ajout du préfixe `U` pour la compatibilité avec XKB, 2023-01-01
# Ajout des caractères pour faciliter la révision, 2023-01-01
#
# Remplacement de `Z` par `N` pour non bidi-réfléxible, 2023-01-29T1958+0100
#
# La liste Udescripteurs.txt est dérivée du standard Unicode™
# et de la version française de son image ISO/IEC 10646.
#
# Sont repris inchangés environ 49 % des noms de la version 10 de
# la liste française officielle révisée du 2017-08-08, 16:47:50 TUC
# téléchargée depuis :
# http://hapax.qc.ca/ListeNoms-10.0.0.txt
# et tenue à disposition à :
# http://dispoclavier.com/iso/src/v10/2017-08-08/ListeNoms-10.0.0.txt
#
# RÉSERVES :
# Le jeu de caractères universel est géré conjointement par Unicode et ISO/IEC JTC1 SC2 WG2
# qui le publie sous le numéro ISO/IEC 10646. Seule cette norme avait une version française.
# Aucune adaptation française n’est endossée par le Consortium Unicode®.
# L’original anglais : Copyright © 1991-2017 Unicode®, Inc.
# Unicode™ est une marque d’Unicode®, Inc.
# Avant toute distribution, consulter les modalités d’utilisation d’Unicode® :
# http://www.unicode.org/terms_of_use.html
#
# Cette liste est extraite d’une adaptation française complète de la NamesList (source
# originale d’Unicode pour la production des tables de caractères) qui se trouve à :
# http://unicode.org/Public/10.0.0/ucd/NamesList.txt
# La liste de tous les noms de caractères Unicode est consultable à :
# http://unicode.org/Public/10.0.0/ucd/extracted/DerivedName.txt
#
# Le fichier maître dont est dérivée la liste ci-dessous, contient aussi un certain nombre
# de commentaires. Ce fichier, nommé « docuDispos », se trouve à :
# https://dispoclavier.com/caras/src/v10/d20/docuDispos-10.0d20.txt
#
# Les principaux changements sont énumérés dans le change-log qui se trouve à :
# https://dispoclavier.com/caras/src/v10/d20/changeLog.txt
#
# ============================================================================
#
# Légende des catégories générales d’Unicode selon TUS 10.0.0, §04.5, p. 175 (p. 211 du PDF tout-en-un ; « TUS » = The Unicode Standard) :
#
#   Lu = Letter, uppercase ; Lettre capitale
#   Ll = Letter, lowercase ; Lettre minuscule
#   Lt = Letter, titlecase ; Lettre en casse de titre
#   Lm = Letter, modifier ; Lettre modificative
#   Lo = Letter, other ; Lettre autre
#
#   Mn = Mark, nonspacing ; Caractère combinant sans chasse
#   Mc = Mark, spacing combining ; Caractère combinant espaçant
#   Me = Mark, enclosing ; Caractère combinant entourant
#
#   Nd = Number, decimal digit ; Nombre : chiffre décimal
#   Nl = Number, letter ; Nombre : lettre
#   No = Number, other ; Nombre autre
#
#   Pc = Punctuation, connector ; Ponctuation joignante
#   Pd = Punctuation, dash ; Ponctuation tiret
#   Ps = Punctuation, open ; Ponctuation ouvrante
#   Pe = Punctuation, close ; Ponctuation fermante
#   Pi = Punctuation, initial quote (may behave like Ps or Pe depending on usage) ; Ponctuation : guillemet A (peut servir de Ps ou Pe selon l’usage)
#   Pf = Punctuation, final quote (may behave like Ps or Pe depending on usage) ; Ponctuation : guillemet B (peut servir de Ps ou Pe selon l’usage)
#   Po = Punctuation, other ; Ponctuation autre
#
#   Sm = Symbol, math ; Symbole mathématique
#   Sc = Symbol, currency ; Symbole monétaire
#   Sk = Symbol, modifier ; Symbole modificatif
#   So = Symbol, other ; Symbole autre
#
#   Zs = Separator, space ; Séparateur : espace
#   Zl = Separator, line ; Séparateur de ligne
#   Zp = Separator, paragraph ; Séparateur de paragraphe
#
#   Cc = Other, control ; Autre : commande
#   Cf = Other, format ; Autre : formatage
#   Cs = Other, surrogate ; Autre : demi-codet
#   Co = Other, private use ; Autre : usage privé
#   Cn = Other, not assigned (including noncharacters) ; Autre : non assigné (inclut les non-caractères)
#
#
# Légende des types de bidiréflexibilité :
#
#   A = par permutation de glyphes, proprement
#   B = par permutation de glyphes, approximativment (publication nécessite glyphe droite-à-gauche)
#   P = par glyphe droite-à-gauche dédié (souvent indisponible)
#   W = par remplacement de caractère, concerne les symboles mathématiques fléchés (pas encore définis)
#   N = non bidiréflexible
#
#
# Le fichier fournissant la catégorie générale et la réflexibilité de chaque caractère :
# http://unicode.org/Public/10.0.0/ucd/UnicodeData.txt
# La liste informative de tous les caractères réflexibles et de leur mode de réflexion :
# http://unicode.org/Public/10.0.0/ucd/BidiMirroring.txt
# La liste normative des ponctuations réflexibles d’Unicode :
# http://unicode.org/Public/10.0.0/ucd/BidiBrackets.txt
#
# Nombre de points de code listés : 31 696
# Soit 31 588 caractères à nom particulier, 66 non-caractères et 42 points réservés.
# Unicode 10.0.0 contient 136 690 caractères codés, dont 105 102 à nom générique.
#
# Format :
# Pour 11 caractères et les non-caractères :
# UPoint de code; Catégorie générale; Type de bidiréflexibilité; Descripteur ou nom
# Pour les autres caractères :
# "caractère" UPoint de code; Catégorie générale; Type de bidiréflexibilité; Descripteur ou nom

"ಅ" U0C85; Lo; N; LETTRE KANNARA A
"ಆ" U0C86; Lo; N; LETTRE KANNARA Â
"ಇ" U0C87; Lo; N; LETTRE KANNARA I
"ಈ" U0C88; Lo; N; LETTRE KANNARA Î
"ಉ" U0C89; Lo; N; LETTRE KANNARA OU
"ಊ" U0C8A; Lo; N; LETTRE KANNARA OÛ
"ಋ" U0C8B; Lo; N; LETTRE KANNARA R VOCALIQUE
"ಌ" U0C8C; Lo; N; LETTRE KANNARA L VOCALIQUE
"ಎ" U0C8E; Lo; N; LETTRE KANNARA É
"ಏ" U0C8F; Lo; N; LETTRE KANNARA Ê
"ಐ" U0C90; Lo; N; LETTRE KANNARA AÏ
"ಒ" U0C92; Lo; N; LETTRE KANNARA O
"ಓ" U0C93; Lo; N; LETTRE KANNARA Ô
"ಔ" U0C94; Lo; N; LETTRE KANNARA AOU
"ಕ" U0C95; Lo; N; LETTRE KANNARA KA
"ಖ" U0C96; Lo; N; LETTRE KANNARA KHA
"ಗ" U0C97; Lo; N; LETTRE KANNARA GA
"ಘ" U0C98; Lo; N; LETTRE KANNARA GHA
"ಙ" U0C99; Lo; N; LETTRE KANNARA NGA
"ಚ" U0C9A; Lo; N; LETTRE KANNARA TCHA
"ಛ" U0C9B; Lo; N; LETTRE KANNARA TCHHA
"ಜ" U0C9C; Lo; N; LETTRE KANNARA DJA
"ಝ" U0C9D; Lo; N; LETTRE KANNARA DJHA
"ಞ" U0C9E; Lo; N; LETTRE KANNARA ÑA
"ಟ" U0C9F; Lo; N; LETTRE KANNARA TTA
"ಠ" U0CA0; Lo; N; LETTRE KANNARA TTHA
"ಡ" U0CA1; Lo; N; LETTRE KANNARA DDA
"ಢ" U0CA2; Lo; N; LETTRE KANNARA DDHA
"ಣ" U0CA3; Lo; N; LETTRE KANNARA NNA
"ತ" U0CA4; Lo; N; LETTRE KANNARA TA
"ಥ" U0CA5; Lo; N; LETTRE KANNARA THA
"ದ" U0CA6; Lo; N; LETTRE KANNARA DA
"ಧ" U0CA7; Lo; N; LETTRE KANNARA DHA
"ನ" U0CA8; Lo; N; LETTRE KANNARA NA
"ಪ" U0CAA; Lo; N; LETTRE KANNARA PA
"ಫ" U0CAB; Lo; N; LETTRE KANNARA PHA
"ಬ" U0CAC; Lo; N; LETTRE KANNARA BA
"ಭ" U0CAD; Lo; N; LETTRE KANNARA BHA
"ಮ" U0CAE; Lo; N; LETTRE KANNARA MA
"ಯ" U0CAF; Lo; N; LETTRE KANNARA YA
"ರ" U0CB0; Lo; N; LETTRE KANNARA RA
"ಱ" U0CB1; Lo; N; LETTRE KANNARA RRA
"ಲ" U0CB2; Lo; N; LETTRE KANNARA LA
"ಳ" U0CB3; Lo; N; LETTRE KANNARA LLA
"ವ" U0CB5; Lo; N; LETTRE KANNARA VA
"ಶ" U0CB6; Lo; N; LETTRE KANNARA ÇA
"ಷ" U0CB7; Lo; N; LETTRE KANNARA CHA
"ಸ" U0CB8; Lo; N; LETTRE KANNARA SA
"ಹ" U0CB9; Lo; N; LETTRE KANNARA HA
"಼" U0CBC; Mn; N; DIACRITIQUE KANNARA NOUKTA
"ಽ" U0CBD; Lo; N; SYMBOLE KANNARA AVAGRAHA
"ಾ" U0CBE; Mc; N; VOYELLE COMBINANTE KANNARA Â
"ಿ" U0CBF; Mn; N; VOYELLE COMBINANTE KANNARA I
"ೀ" U0CC0; Mc; N; VOYELLE COMBINANTE KANNARA Î
"ು" U0CC1; Mc; N; VOYELLE COMBINANTE KANNARA OU
"ೂ" U0CC2; Mc; N; VOYELLE COMBINANTE KANNARA OÛ
"ೃ" U0CC3; Mc; N; VOYELLE COMBINANTE KANNARA R VOCALIQUE
"ೄ" U0CC4; Mc; N; VOYELLE COMBINANTE KANNARA RR VOCALIQUE
"ೆ" U0CC6; Mn; N; VOYELLE COMBINANTE KANNARA É
"ೇ" U0CC7; Mc; N; VOYELLE COMBINANTE KANNARA Ê
"ೈ" U0CC8; Mc; N; VOYELLE COMBINANTE KANNARA AÏ
"ೊ" U0CCA; Mc; N; VOYELLE COMBINANTE KANNARA O
"ೋ" U0CCB; Mc; N; VOYELLE COMBINANTE KANNARA Ô
"ೌ" U0CCC; Mn; N; VOYELLE COMBINANTE KANNARA AOU
"್" U0CCD; Mn; N; VIRAMA KANNARA
"ೕ" U0CD5; Mc; N; SIGNE DE LONGUEUR KANNARA
"ೖ" U0CD6; Mc; N; SIGNE DE LONGUEUR KANNARA AÏ
"ೞ" U0CDE; Lo; N; LETTRE KANNARA LLLA
"ೠ" U0CE0; Lo; N; LETTRE KANNARA RR VOCALIQUE
"ೡ" U0CE1; Lo; N; LETTRE KANNARA LL VOCALIQUE
"ೢ" U0CE2; Mn; N; VOYELLE COMBINANTE KANNARA L VOCALIQUE
"ೣ" U0CE3; Mn; N; VOYELLE COMBINANTE KANNARA LL VOCALIQUE
"೤" U0CE4; Cn; N; <réservé>
"೥" U0CE5; Cn; N; <réservé>
"೦" U0CE6; Nd; N; CHIFFRE KANNARA ZÉRO
"೧" U0CE7; Nd; N; CHIFFRE KANNARA UN
"೨" U0CE8; Nd; N; CHIFFRE KANNARA DEUX
"೩" U0CE9; Nd; N; CHIFFRE KANNARA TROIS
"೪" U0CEA; Nd; N; CHIFFRE KANNARA QUATRE
"೫" U0CEB; Nd; N; CHIFFRE KANNARA CINQ
"೬" U0CEC; Nd; N; CHIFFRE KANNARA SIX
"೭" U0CED; Nd; N; CHIFFRE KANNARA SEPT
"೮" U0CEE; Nd; N; CHIFFRE KANNARA HUIT
"೯" U0CEF; Nd; N; CHIFFRE KANNARA NEUF
"ೱ" U0CF1; Lo; N; SYMBOLE KANNARA DJIHVAMOULIYA
"ೲ" U0CF2; Lo; N; SYMBOLE KANNARA OUPADHMANIYA
"ഀ" U0D00; Mn; N; DIACRITIQUE MALAYALAM ANOUSVARA EN CHEF
"ഁ" U0D01; Mn; N; DIACRITIQUE MALAYALAM TCHANDRABINDOU
"ം" U0D02; Mc; N; DIACRITIQUE MALAYALAM ANOUSVARA
"ഃ" U0D03; Mc; N; DIACRITIQUE MALAYALAM VISARGA
"അ" U0D05; Lo; N; LETTRE MALAYALAM A
"ആ" U0D06; Lo; N; LETTRE MALAYALAM Â
"ഇ" U0D07; Lo; N; LETTRE MALAYALAM I
"ഈ" U0D08; Lo; N; LETTRE MALAYALAM Î
"ഉ" U0D09; Lo; N; LETTRE MALAYALAM OU
"ഊ" U0D0A; Lo; N; LETTRE MALAYALAM OÛ
"ഋ" U0D0B; Lo; N; LETTRE MALAYALAM R VOCALIQUE
"ഌ" U0D0C; Lo; N; LETTRE MALAYALAM L VOCALIQUE
"എ" U0D0E; Lo; N; LETTRE MALAYALAM É
"ഏ" U0D0F; Lo; N; LETTRE MALAYALAM Ê
"ഐ" U0D10; Lo; N; LETTRE MALAYALAM AÏ
"ഒ" U0D12; Lo; N; LETTRE MALAYALAM O
"ഓ" U0D13; Lo; N; LETTRE MALAYALAM Ô
"ഔ" U0D14; Lo; N; LETTRE MALAYALAM AOU
"ക" U0D15; Lo; N; LETTRE MALAYALAM KA
"ഖ" U0D16; Lo; N; LETTRE MALAYALAM KHA
"ഗ" U0D17; Lo; N; LETTRE MALAYALAM GA
"ഘ" U0D18; Lo; N; LETTRE MALAYALAM GHA
"ങ" U0D19; Lo; N; LETTRE MALAYALAM NGA
"ച" U0D1A; Lo; N; LETTRE MALAYALAM TCHA
"ഛ" U0D1B; Lo; N; LETTRE MALAYALAM TCHHA
"ജ" U0D1C; Lo; N; LETTRE MALAYALAM DJA
"ഝ" U0D1D; Lo; N; LETTRE MALAYALAM DJHA
"ഞ" U0D1E; Lo; N; LETTRE MALAYALAM ÑA
"ട" U0D1F; Lo; N; LETTRE MALAYALAM TTA
"ഠ" U0D20; Lo; N; LETTRE MALAYALAM TTHA
"ഡ" U0D21; Lo; N; LETTRE MALAYALAM DDA
"ഢ" U0D22; Lo; N; LETTRE MALAYALAM DDHA
"ണ" U0D23; Lo; N; LETTRE MALAYALAM NNA
"ത" U0D24; Lo; N; LETTRE MALAYALAM TA
"ഥ" U0D25; Lo; N; LETTRE MALAYALAM THA
"ദ" U0D26; Lo; N; LETTRE MALAYALAM DA
"ധ" U0D27; Lo; N; LETTRE MALAYALAM DHA
"ന" U0D28; Lo; N; LETTRE MALAYALAM NA
"ഩ" U0D29; Lo; N; LETTRE MALAYALAM NNNA
"പ" U0D2A; Lo; N; LETTRE MALAYALAM PA
"ഫ" U0D2B; Lo; N; LETTRE MALAYALAM PHA
"ബ" U0D2C; Lo; N; LETTRE MALAYALAM BA
"ഭ" U0D2D; Lo; N; LETTRE MALAYALAM BHA
"മ" U0D2E; Lo; N; LETTRE MALAYALAM MA
"യ" U0D2F; Lo; N; LETTRE MALAYALAM YA
"ര" U0D30; Lo; N; LETTRE MALAYALAM RA
"റ" U0D31; Lo; N; LETTRE MALAYALAM RRA
"ല" U0D32; Lo; N; LETTRE MALAYALAM LA
"ള" U0D33; Lo; N; LETTRE MALAYALAM LLA
"ഴ" U0D34; Lo; N; LETTRE MALAYALAM LLLA
"വ" U0D35; Lo; N; LETTRE MALAYALAM VA
"ശ" U0D36; Lo; N; LETTRE MALAYALAM ÇA
"ഷ" U0D37; Lo; N; LETTRE MALAYALAM CHA
"സ" U0D38; Lo; N; LETTRE MALAYALAM SA
"ഹ" U0D39; Lo; N; LETTRE MALAYALAM HA
"ഺ" U0D3A; Lo; N; LETTRE MALAYALAM TTTA
"഻" U0D3B; Mn; N; VIRAMA MALAYALAM À BARRE VERTICALE
"഼" U0D3C; Mn; N; VIRAMA MALAYALAM À CERCLE
"ഽ" U0D3D; Lo; N; SYMBOLE MALAYALAM AVAGRAHA
"ാ" U0D3E; Mc; N; VOYELLE COMBINANTE MALAYALAM Â
"ി" U0D3F; Mc; N; VOYELLE COMBINANTE MALAYALAM I
"ീ" U0D40; Mc; N; VOYELLE COMBINANTE MALAYALAM Î
"ു" U0D41; Mn; N; VOYELLE COMBINANTE MALAYALAM OU
"ൂ" U0D42; Mn; N; VOYELLE COMBINANTE MALAYALAM OÛ
"ൃ" U0D43; Mn; N; VOYELLE COMBINANTE MALAYALAM R VOCALIQUE
"ൄ" U0D44; Mn; N; VOYELLE COMBINANTE MALAYALAM RR VOCALIQUE
"െ" U0D46; Mc; N; VOYELLE COMBINANTE MALAYALAM É
"േ" U0D47; Mc; N; VOYELLE COMBINANTE MALAYALAM Ê
"ൈ" U0D48; Mc; N; VOYELLE COMBINANTE MALAYALAM AÏ
"ൊ" U0D4A; Mc; N; VOYELLE COMBINANTE MALAYALAM O
"ോ" U0D4B; Mc; N; VOYELLE COMBINANTE MALAYALAM Ô
"ൌ" U0D4C; Mc; N; VOYELLE COMBINANTE MALAYALAM AOU
"്" U0D4D; Mn; N; VIRAMA MALAYALAM
"ൎ" U0D4E; Lo; N; LETTRE MALAYALAM REPHA POINT
"൏" U0D4F; So; N; SYMBOLE MALAYALAM PARA
"ൔ" U0D54; Lo; N; LETTRE TCHILLOU MALAYALAM M
"ൕ" U0D55; Lo; N; LETTRE TCHILLOU MALAYALAM Y
"ൖ" U0D56; Lo; N; LETTRE TCHILLOU MALAYALAM LLL
"ൗ" U0D57; Mc; N; SIGNE DE LONGUEUR MALAYALAM AOU
"൘" U0D58; No; N; FRACTION MALAYALAM UN CENT-SOIXANTIÈME
"൙" U0D59; No; N; FRACTION MALAYALAM UN QUARANTIÈME
"൚" U0D5A; No; N; FRACTION MALAYALAM TROIS QUATRE-VINGTIÈMES
"൛" U0D5B; No; N; FRACTION MALAYALAM UN VINGTIÈME
"൜" U0D5C; No; N; FRACTION MALAYALAM UN DIXIÈME
"൝" U0D5D; No; N; FRACTION MALAYALAM TROIS VINGTIÈMES
"൞" U0D5E; No; N; FRACTION MALAYALAM UN CINQUIÈME
"ൟ" U0D5F; Lo; N; LETTRE MALAYALAM ARCHAÏQUE II
"ൠ" U0D60; Lo; N; LETTRE MALAYALAM RR VOCALIQUE
"ൡ" U0D61; Lo; N; LETTRE MALAYALAM LL VOCALIQUE
"ൢ" U0D62; Mn; N; VOYELLE COMBINANTE MALAYALAM L VOCALIQUE
"ൣ" U0D63; Mn; N; VOYELLE COMBINANTE MALAYALAM LL VOCALIQUE
"൤" U0D64; Cn; N; <réservé>
"൥" U0D65; Cn; N; <réservé>
"൦" U0D66; Nd; N; CHIFFRE MALAYALAM ZÉRO
"൧" U0D67; Nd; N; CHIFFRE MALAYALAM UN
"൨" U0D68; Nd; N; CHIFFRE MALAYALAM DEUX
"൩" U0D69; Nd; N; CHIFFRE MALAYALAM TROIS
"൪" U0D6A; Nd; N; CHIFFRE MALAYALAM QUATRE
"൫" U0D6B; Nd; N; CHIFFRE MALAYALAM CINQ
"൬" U0D6C; Nd; N; CHIFFRE MALAYALAM SIX
"൭" U0D6D; Nd; N; CHIFFRE MALAYALAM SEPT
"൮" U0D6E; Nd; N; CHIFFRE MALAYALAM HUIT
"൯" U0D6F; Nd; N; CHIFFRE MALAYALAM NEUF
"൰" U0D70; No; N; NOMBRE MALAYALAM DIX
"൱" U0D71; No; N; NOMBRE MALAYALAM CENT
"൲" U0D72; No; N; NOMBRE MALAYALAM MILLE
"൳" U0D73; No; N; FRACTION MALAYALAM UN QUART
"൴" U0D74; No; N; FRACTION MALAYALAM UN DEMI
"൵" U0D75; No; N; FRACTION MALAYALAM TROIS QUARTS
"൶" U0D76; No; N; FRACTION MALAYALAM UN SEIZIÈME
"൷" U0D77; No; N; FRACTION MALAYALAM UN HUITIÈME
"൸" U0D78; No; N; FRACTION MALAYALAM TROIS SEIZIÈMES
"൹" U0D79; So; N; SYMBOLE MALAYALAM QUANTIÈME
"ൺ" U0D7A; Lo; N; LETTRE TCHILLOU MALAYALAM NN
"ൻ" U0D7B; Lo; N; LETTRE TCHILLOU MALAYALAM N
"ർ" U0D7C; Lo; N; LETTRE TCHILLOU MALAYALAM RR
"ൽ" U0D7D; Lo; N; LETTRE TCHILLOU MALAYALAM L
"ൾ" U0D7E; Lo; N; LETTRE TCHILLOU MALAYALAM LL
"ൿ" U0D7F; Lo; N; LETTRE TCHILLOU MALAYALAM K
"ං" U0D82; Mc; N; DIACRITIQUE SINGHALAIS ANOUSVARAYA
"ඃ" U0D83; Mc; N; DIACRITIQUE SINGHALAIS VISARGAYA
"අ" U0D85; Lo; N; LETTRE SINGHALAISE AYANNA
"ආ" U0D86; Lo; N; LETTRE SINGHALAISE ÂYANNA
"ඇ" U0D87; Lo; N; LETTRE SINGHALAISE ÆYANNA
"ඈ" U0D88; Lo; N; LETTRE SINGHALAISE ÆÆYANNA
"ඉ" U0D89; Lo; N; LETTRE SINGHALAISE IYANNA
"ඊ" U0D8A; Lo; N; LETTRE SINGHALAISE ÎYANNA
"උ" U0D8B; Lo; N; LETTRE SINGHALAISE OUYANNA
"ඌ" U0D8C; Lo; N; LETTRE SINGHALAISE OÛYANNA
"ඍ" U0D8D; Lo; N; LETTRE SINGHALAISE IROUYANNA
"ඎ" U0D8E; Lo; N; LETTRE SINGHALAISE IROÛYANNA
"ඏ" U0D8F; Lo; N; LETTRE SINGHALAISE ILOUYANNA
"ඐ" U0D90; Lo; N; LETTRE SINGHALAISE ILOÛYANNA
"එ" U0D91; Lo; N; LETTRE SINGHALAISE ÉYANNA
"ඒ" U0D92; Lo; N; LETTRE SINGHALAISE ÊYANNA
"ඓ" U0D93; Lo; N; LETTRE SINGHALAISE AÏYANNA
"ඔ" U0D94; Lo; N; LETTRE SINGHALAISE OYANNA
"ඕ" U0D95; Lo; N; LETTRE SINGHALAISE ÔYANNA
"ඖ" U0D96; Lo; N; LETTRE SINGHALAISE AOUYANNA
"ක" U0D9A; Lo; N; LETTRE SINGHALAISE ALPAPRÂNA KAYANNA
"ඛ" U0D9B; Lo; N; LETTRE SINGHALAISE MAHÂPRÂNA KAYANNA
"ග" U0D9C; Lo; N; LETTRE SINGHALAISE ALPAPRÂNA GAYANNA
"ඝ" U0D9D; Lo; N; LETTRE SINGHALAISE MAHÂPRÂNA GAYANNA
"ඞ" U0D9E; Lo; N; LETTRE SINGHALAISE KANTADJA NÂSIKYAYA
"ඟ" U0D9F; Lo; N; LETTRE SINGHALAISE SAÑAKA GAYANNA
"ච" U0DA0; Lo; N; LETTRE SINGHALAISE ALPAPRÂNA TCHAYANNA
"ඡ" U0DA1; Lo; N; LETTRE SINGHALAISE MAHÂPRÂNA TCHAYANNA
"ජ" U0DA2; Lo; N; LETTRE SINGHALAISE ALPAPRÂNA DJAYANNA
"ඣ" U0DA3; Lo; N; LETTRE SINGHALAISE MAHÂPRÂNA DJAYANNA
"ඤ" U0DA4; Lo; N; LETTRE SINGHALAISE TÂLOUDJA NÂSIKYAYA
"ඥ" U0DA5; Lo; N; LETTRE SINGHALAISE TÂLOUDJA SANYÔGA NÂKSIKYAYA
"ඦ" U0DA6; Lo; N; LETTRE SINGHALAISE SAÑAKA DJAYANNA
"ට" U0DA7; Lo; N; LETTRE SINGHALAISE ALPAPRÂNA TTAYANNA
"ඨ" U0DA8; Lo; N; LETTRE SINGHALAISE MAHÂPRÂNA TTAYANNA
"ඩ" U0DA9; Lo; N; LETTRE SINGHALAISE ALPAPRÂNA DDAYANNA
"ඪ" U0DAA; Lo; N; LETTRE SINGHALAISE MAHÂPRÂNA DDAYANNA
"ණ" U0DAB; Lo; N; LETTRE SINGHALAISE MOÛRDHADJA NAYANNA
"ඬ" U0DAC; Lo; N; LETTRE SINGHALAISE SAÑAKA DDAYANNA
"ත" U0DAD; Lo; N; LETTRE SINGHALAISE ALPAPRÂNA TAYANNA
"ථ" U0DAE; Lo; N; LETTRE SINGHALAISE MAHÂPRÂNA TAYANNA
"ද" U0DAF; Lo; N; LETTRE SINGHALAISE ALPAPRÂNA DAYANNA
"ධ" U0DB0; Lo; N; LETTRE SINGHALAISE MAHÂPRÂNA DAYANNA
"න" U0DB1; Lo; N; LETTRE SINGHALAISE DANTADJA NAYANNA
"ඳ" U0DB3; Lo; N; LETTRE SINGHALAISE SAÑAKA DAYANNA
"ප" U0DB4; Lo; N; LETTRE SINGHALAISE ALPAPRÂNA PAYANNA
"ඵ" U0DB5; Lo; N; LETTRE SINGHALAISE MAHÂPRÂNA PAYANNA
"බ" U0DB6; Lo; N; LETTRE SINGHALAISE ALPAPRÂNA BAYANNA
"භ" U0DB7; Lo; N; LETTRE SINGHALAISE MAHÂPRÂNA BAYANNA
"ම" U0DB8; Lo; N; LETTRE SINGHALAISE MAYANNA
"ඹ" U0DB9; Lo; N; LETTRE SINGHALAISE AMBA BAYANNA
"ය" U0DBA; Lo; N; LETTRE SINGHALAISE YAYANNA
"ර" U0DBB; Lo; N; LETTRE SINGHALAISE RAYANNA
"ල" U0DBD; Lo; N; LETTRE SINGHALAISE DANTADJA LAYANNA
"ව" U0DC0; Lo; N; LETTRE SINGHALAISE VAYANNA
"ශ" U0DC1; Lo; N; LETTRE SINGHALAISE TÂLOUDJA ÇAYANNA
"ෂ" U0DC2; Lo; N; LETTRE SINGHALAISE MOÛRDHADJA CHAYANNA
"ස" U0DC3; Lo; N; LETTRE SINGHALAISE DANTADJA SAYANNA
"හ" U0DC4; Lo; N; LETTRE SINGHALAISE HAYANNA
"ළ" U0DC5; Lo; N; LETTRE SINGHALAISE MOÛRDHADJA LAYANNA
"ෆ" U0DC6; Lo; N; LETTRE SINGHALAISE FAYANNA
"්" U0DCA; Mn; N; SYMBOLE SINGHALAIS AL-LAKOUNA
"ා" U0DCF; Mc; N; VOYELLE COMBINANTE SINGHALAISE ÆLA-PILLA
"ැ" U0DD0; Mc; N; VOYELLE COMBINANTE SINGHALAISE KÉTTI ÆDA-PILLA
"ෑ" U0DD1; Mc; N; VOYELLE COMBINANTE SINGHALAISE DIGA ÆDA-PILLA
"ි" U0DD2; Mn; N; VOYELLE COMBINANTE SINGHALAISE KÉTTI IS-PILLA
"ී" U0DD3; Mn; N; VOYELLE COMBINANTE SINGHALAISE DIGA IS-PILLA
"ු" U0DD4; Mn; N; VOYELLE COMBINANTE SINGHALAISE KÉTTI PÂ-PILLA
"ූ" U0DD6; Mn; N; VOYELLE COMBINANTE SINGHALAISE DIGA PÂ-PILLA
"ෘ" U0DD8; Mc; N; VOYELLE COMBINANTE SINGHALAISE GÆTTA-PILLA
"ෙ" U0DD9; Mc; N; VOYELLE COMBINANTE SINGHALAISE KOMBOUVA
"ේ" U0DDA; Mc; N; VOYELLE COMBINANTE SINGHALAISE DIGA KOMBOUVA
"ෛ" U0DDB; Mc; N; VOYELLE COMBINANTE SINGHALAISE KOMBOU DEKA
"ො" U0DDC; Mc; N; VOYELLE COMBINANTE SINGHALAISE KOMBOUVA HAA ÆLA-PILLA
"ෝ" U0DDD; Mc; N; VOYELLE COMBINANTE SINGHALAISE KOMBOUVA HAA DIGA ÆLA-PILLA
"ෞ" U0DDE; Mc; N; VOYELLE COMBINANTE SINGHALAISE KOMBOUVA HAA GAYANOUKITTA
"ෟ" U0DDF; Mc; N; VOYELLE COMBINANTE SINGHALAISE GAYANOUKITTA
"෦" U0DE6; Nd; N; CHIFFRE LITH SINGHALAIS ZÉRO
"෧" U0DE7; Nd; N; CHIFFRE LITH SINGHALAIS UN
"෨" U0DE8; Nd; N; CHIFFRE LITH SINGHALAIS DEUX
"෩" U0DE9; Nd; N; CHIFFRE LITH SINGHALAIS TROIS
"෪" U0DEA; Nd; N; CHIFFRE LITH SINGHALAIS QUATRE
"෫" U0DEB; Nd; N; CHIFFRE LITH SINGHALAIS CINQ
"෬" U0DEC; Nd; N; CHIFFRE LITH SINGHALAIS SIX
"෭" U0DED; Nd; N; CHIFFRE LITH SINGHALAIS SEPT
"෮" U0DEE; Nd; N; CHIFFRE LITH SINGHALAIS HUIT
"෯" U0DEF; Nd; N; CHIFFRE LITH SINGHALAIS NEUF
"ෲ" U0DF2; Mc; N; VOYELLE COMBINANTE SINGHALAISE DIGA GÆTTA-PILLA
"ෳ" U0DF3; Mc; N; VOYELLE COMBINANTE SINGHALAISE DIGA GAYANOUKITTA
"෴" U0DF4; Po; N; PONCTUATION SINGHALAISE KOUNDDALIYA
"ก" U0E01; Lo; N; LETTRE THAÏE KO KAÏ
"ข" U0E02; Lo; N; LETTRE THAÏE KHO KHAÏ
"ฃ" U0E03; Lo; N; LETTRE THAÏE KHO KHOUAT
"ค" U0E04; Lo; N; LETTRE THAÏE KHO KHWAÏ
"ฅ" U0E05; Lo; N; LETTRE THAÏE KHO KHON
"ฆ" U0E06; Lo; N; LETTRE THAÏE KHO RAKHANG
"ง" U0E07; Lo; N; LETTRE THAÏE NGO NGOU
"จ" U0E08; Lo; N; LETTRE THAÏE TCHO TCHAN
