; charset=UTF-8
# IOO (BOM) : oui
# FDL (EOL) : Unix
#
# Udescripteurs.txt
# v10
# d27
# 2024-10-04T0722+0200
#
# Mise à jour grâce aux informations d’Alain LaBonté, 2022-04-23–2022-05-08
# Approbation a priori des noms en CAPITALE/MINUSCULE LATINE A/OE/X, 2022-05-08T1954-0400
#
# Ajout du préfixe `U` pour la compatibilité avec XKB, 2023-01-01
# Ajout des caractères pour faciliter la révision, 2023-01-01
#
# Remplacement de `Z` par `N` pour non bidi-réfléxible, 2023-01-29T1958+0100
#
# La liste Udescripteurs.txt est dérivée du standard Unicode™
# et de la version française de son image ISO/IEC 10646.
#
# Sont repris inchangés environ 49 % des noms de la version 10 de
# la liste française officielle révisée du 2017-08-08, 16:47:50 TUC
# téléchargée depuis :
# http://hapax.qc.ca/ListeNoms-10.0.0.txt
# et tenue à disposition à :
# http://dispoclavier.com/iso/src/v10/2017-08-08/ListeNoms-10.0.0.txt
#
# RÉSERVES :
# Le jeu de caractères universel est géré conjointement par Unicode et ISO/IEC JTC1 SC2 WG2
# qui le publie sous le numéro ISO/IEC 10646. Seule cette norme avait une version française.
# Aucune adaptation française n’est endossée par le Consortium Unicode®.
# L’original anglais : Copyright © 1991-2017 Unicode®, Inc.
# Unicode™ est une marque d’Unicode®, Inc.
# Avant toute distribution, consulter les modalités d’utilisation d’Unicode® :
# http://www.unicode.org/terms_of_use.html
#
# Cette liste est extraite d’une adaptation française complète de la NamesList (source
# originale d’Unicode pour la production des tables de caractères) qui se trouve à :
# http://unicode.org/Public/10.0.0/ucd/NamesList.txt
# La liste de tous les noms de caractères Unicode est consultable à :
# http://unicode.org/Public/10.0.0/ucd/extracted/DerivedName.txt
#
# Le fichier maître dont est dérivée la liste ci-dessous, contient aussi un certain nombre
# de commentaires. Ce fichier, nommé « docuDispos », se trouve à :
# https://dispoclavier.com/caras/src/v10/d20/docuDispos-10.0d20.txt
#
# Les principaux changements sont énumérés dans le change-log qui se trouve à :
# https://dispoclavier.com/caras/src/v10/d20/changeLog.txt
#
# ============================================================================
#
# Légende des catégories générales d’Unicode selon TUS 10.0.0, §04.5, p. 175 (p. 211 du PDF tout-en-un ; « TUS » = The Unicode Standard) :
#
#   Lu = Letter, uppercase ; Lettre capitale
#   Ll = Letter, lowercase ; Lettre minuscule
#   Lt = Letter, titlecase ; Lettre en casse de titre
#   Lm = Letter, modifier ; Lettre modificative
#   Lo = Letter, other ; Lettre autre
#
#   Mn = Mark, nonspacing ; Caractère combinant sans chasse
#   Mc = Mark, spacing combining ; Caractère combinant espaçant
#   Me = Mark, enclosing ; Caractère combinant entourant
#
#   Nd = Number, decimal digit ; Nombre : chiffre décimal
#   Nl = Number, letter ; Nombre : lettre
#   No = Number, other ; Nombre autre
#
#   Pc = Punctuation, connector ; Ponctuation joignante
#   Pd = Punctuation, dash ; Ponctuation tiret
#   Ps = Punctuation, open ; Ponctuation ouvrante
#   Pe = Punctuation, close ; Ponctuation fermante
#   Pi = Punctuation, initial quote (may behave like Ps or Pe depending on usage) ; Ponctuation : guillemet A (peut servir de Ps ou Pe selon l’usage)
#   Pf = Punctuation, final quote (may behave like Ps or Pe depending on usage) ; Ponctuation : guillemet B (peut servir de Ps ou Pe selon l’usage)
#   Po = Punctuation, other ; Ponctuation autre
#
#   Sm = Symbol, math ; Symbole mathématique
#   Sc = Symbol, currency ; Symbole monétaire
#   Sk = Symbol, modifier ; Symbole modificatif
#   So = Symbol, other ; Symbole autre
#
#   Zs = Separator, space ; Séparateur : espace
#   Zl = Separator, line ; Séparateur de ligne
#   Zp = Separator, paragraph ; Séparateur de paragraphe
#
#   Cc = Other, control ; Autre : commande
#   Cf = Other, format ; Autre : formatage
#   Cs = Other, surrogate ; Autre : demi-codet
#   Co = Other, private use ; Autre : usage privé
#   Cn = Other, not assigned (including noncharacters) ; Autre : non assigné (inclut les non-caractères)
#
#
# Légende des types de bidiréflexibilité :
#
#   A = par permutation de glyphes, proprement
#   B = par permutation de glyphes, approximativment (publication nécessite glyphe droite-à-gauche)
#   P = par glyphe droite-à-gauche dédié (souvent indisponible)
#   W = par remplacement de caractère, concerne les symboles mathématiques fléchés (pas encore définis)
#   N = non bidiréflexible
#
#
# Le fichier fournissant la catégorie générale et la réflexibilité de chaque caractère :
# http://unicode.org/Public/10.0.0/ucd/UnicodeData.txt
# La liste informative de tous les caractères réflexibles et de leur mode de réflexion :
# http://unicode.org/Public/10.0.0/ucd/BidiMirroring.txt
# La liste normative des ponctuations réflexibles d’Unicode :
# http://unicode.org/Public/10.0.0/ucd/BidiBrackets.txt
#
# Nombre de points de code listés : 31 696
# Soit 31 588 caractères à nom particulier, 66 non-caractères et 42 points réservés.
# Unicode 10.0.0 contient 136 690 caractères codés, dont 105 102 à nom générique.
#
# Format :
# Pour 11 caractères et les non-caractères :
# UPoint de code; Catégorie générale; Type de bidiréflexibilité; Descripteur ou nom
# Pour les autres caractères :
# "caractère" UPoint de code; Catégorie générale; Type de bidiréflexibilité; Descripteur ou nom

"𝃥" U1D0E5; So; N; SYMBOLE MUSICAL BYZANTIN SIMANSIS ARSEOS TETRASIMOU
"𝃦" U1D0E6; So; N; SYMBOLE MUSICAL BYZANTIN DIGRAMMA GG
"𝃧" U1D0E7; So; N; SYMBOLE MUSICAL BYZANTIN DIFTOGGOS OU
"𝃨" U1D0E8; So; N; SYMBOLE MUSICAL BYZANTIN STIGMA
"𝃩" U1D0E9; So; N; SYMBOLE MUSICAL BYZANTIN ARKTIKO PA
"𝃪" U1D0EA; So; N; SYMBOLE MUSICAL BYZANTIN ARKTIKO VOU
"𝃫" U1D0EB; So; N; SYMBOLE MUSICAL BYZANTIN ARKTIKO GA
"𝃬" U1D0EC; So; N; SYMBOLE MUSICAL BYZANTIN ARKTIKO DI
"𝃭" U1D0ED; So; N; SYMBOLE MUSICAL BYZANTIN ARKTIKO KE
"𝃮" U1D0EE; So; N; SYMBOLE MUSICAL BYZANTIN ARKTIKO ZO
"𝃯" U1D0EF; So; N; SYMBOLE MUSICAL BYZANTIN ARKTIKO NI
"𝃰" U1D0F0; So; N; SYMBOLE MUSICAL BYZANTIN KENTIMATA NEO MESO
"𝃱" U1D0F1; So; N; SYMBOLE MUSICAL BYZANTIN KENTIMA NEO MESO
"𝃲" U1D0F2; So; N; SYMBOLE MUSICAL BYZANTIN KENTIMATA NEO KATO
"𝃳" U1D0F3; So; N; SYMBOLE MUSICAL BYZANTIN KENTIMA NEO KATO
"𝃴" U1D0F4; So; N; SYMBOLE MUSICAL BYZANTIN KLASMA KATO
"𝃵" U1D0F5; So; N; SYMBOLE MUSICAL BYZANTIN GORGON NEO KATO
"𝄀" U1D100; So; N; SYMBOLE MUSICAL BARRE DE MESURE SIMPLE
"𝄁" U1D101; So; N; SYMBOLE MUSICAL BARRE DE MESURE DOUBLE
"𝄂" U1D102; So; N; SYMBOLE MUSICAL BARRE DE MESURE FINALE
"𝄃" U1D103; So; N; SYMBOLE MUSICAL BARRE DE MESURE FINALE INVERSÉE
"𝄄" U1D104; So; N; SYMBOLE MUSICAL BARRE DE MESURE POINTILLÉE
"𝄅" U1D105; So; N; SYMBOLE MUSICAL BARRE DE MESURE COURTE
"𝄆" U1D106; So; N; SYMBOLE MUSICAL REPRISE DE LA SUITE
"𝄇" U1D107; So; N; SYMBOLE MUSICAL REPRISE DU DÉBUT
"𝄈" U1D108; So; N; SYMBOLE MUSICAL POINTS DE REPRISE
"𝄉" U1D109; So; N; SYMBOLE MUSICAL DAL SEGNO
"𝄊" U1D10A; So; N; SYMBOLE MUSICAL DA CAPO
"𝄋" U1D10B; So; N; SYMBOLE MUSICAL RENVOI
"𝄌" U1D10C; So; N; SYMBOLE MUSICAL CODA
"𝄍" U1D10D; So; N; SYMBOLE MUSICAL FIGURE RÉPÉTÉE-1
"𝄎" U1D10E; So; N; SYMBOLE MUSICAL FIGURE RÉPÉTÉE-2
"𝄏" U1D10F; So; N; SYMBOLE MUSICAL FIGURE RÉPÉTÉE-3
"𝄐" U1D110; So; N; SYMBOLE MUSICAL POINT D’ORGUE
"𝄑" U1D111; So; N; SYMBOLE MUSICAL POINT D’ORGUE SOUSCRIT
"𝄒" U1D112; So; N; SYMBOLE MUSICAL RESPIRATION
"𝄓" U1D113; So; N; SYMBOLE MUSICAL CÉSURE
"𝄔" U1D114; So; N; SYMBOLE MUSICAL ACCOLADE
"𝄕" U1D115; So; N; SYMBOLE MUSICAL ACCOLADE DROITE
"𝄖" U1D116; So; N; SYMBOLE MUSICAL PORTÉE D’UNE LIGNE
"𝄗" U1D117; So; N; SYMBOLE MUSICAL PORTÉE DE DEUX LIGNES
"𝄘" U1D118; So; N; SYMBOLE MUSICAL PORTÉE DE TROIS LIGNES
"𝄙" U1D119; So; N; SYMBOLE MUSICAL PORTÉE DE QUATRE LIGNES
"𝄚" U1D11A; So; N; SYMBOLE MUSICAL PORTÉE DE CINQ LIGNES
"𝄛" U1D11B; So; N; SYMBOLE MUSICAL PORTÉE DE SIX LIGNES
"𝄜" U1D11C; So; N; SYMBOLE MUSICAL TOUCHE À SIX CORDES
"𝄝" U1D11D; So; N; SYMBOLE MUSICAL TOUCHE À QUATRE CORDES
"𝄞" U1D11E; So; N; SYMBOLE MUSICAL CLÉ DE SOL
"𝄟" U1D11F; So; N; SYMBOLE MUSICAL CLÉ DE SOL OCTAVIANTE SUPÉRIEURE
"𝄠" U1D120; So; N; SYMBOLE MUSICAL CLÉ DE SOL OCTAVIANTE INFÉRIEURE
"𝄡" U1D121; So; N; SYMBOLE MUSICAL CLÉ D’UT
"𝄢" U1D122; So; N; SYMBOLE MUSICAL CLÉ DE FA
"𝄣" U1D123; So; N; SYMBOLE MUSICAL CLÉ DE FA OCTAVIANTE SUPÉRIEURE
"𝄤" U1D124; So; N; SYMBOLE MUSICAL CLÉ DE FA OCTAVIANTE INFÉRIEURE
"𝄥" U1D125; So; N; SYMBOLE MUSICAL CLÉ DE PERCUSSION-1
"𝄦" U1D126; So; N; SYMBOLE MUSICAL CLÉ DE PERCUSSION-2
"𝄩" U1D129; So; N; SYMBOLE MUSICAL BÂTON DE MESURE
"𝄪" U1D12A; So; N; SYMBOLE MUSICAL DOUBLE DIÈSE
"𝄫" U1D12B; So; N; SYMBOLE MUSICAL DOUBLE BÉMOL
"𝄬" U1D12C; So; N; SYMBOLE MUSICAL BÉMOL ÉLEVÉ
"𝄭" U1D12D; So; N; SYMBOLE MUSICAL BÉMOL ABAISSÉ
"𝄮" U1D12E; So; N; SYMBOLE MUSICAL BÉCARRE ÉLEVÉ
"𝄯" U1D12F; So; N; SYMBOLE MUSICAL BÉCARRE ABAISSÉ
"𝄰" U1D130; So; N; SYMBOLE MUSICAL DIÈSE ÉLEVÉ
"𝄱" U1D131; So; N; SYMBOLE MUSICAL DIÈSE ABAISSÉ
"𝄲" U1D132; So; N; SYMBOLE MUSICAL QUART DE DIÈSE ÉLEVÉ
"𝄳" U1D133; So; N; SYMBOLE MUSICAL QUART DE BÉMOL ABAISSÉ
"𝄴" U1D134; So; N; SYMBOLE MUSICAL MESURE À QUATRE-QUATRE
"𝄵" U1D135; So; N; SYMBOLE MUSICAL MESURE À DEUX-DEUX
"𝄶" U1D136; So; N; SYMBOLE MUSICAL OTTAVA ALTA
"𝄷" U1D137; So; N; SYMBOLE MUSICAL OTTAVA BASSA
"𝄸" U1D138; So; N; SYMBOLE MUSICAL QUINDICESIMA ALTA
"𝄹" U1D139; So; N; SYMBOLE MUSICAL QUINDICESIMA BASSA
"𝄺" U1D13A; So; N; SYMBOLE MUSICAL BÂTON DE PAUSE
"𝄻" U1D13B; So; N; SYMBOLE MUSICAL PAUSE
"𝄼" U1D13C; So; N; SYMBOLE MUSICAL DEMI-PAUSE
"𝄽" U1D13D; So; N; SYMBOLE MUSICAL SOUPIR
"𝄾" U1D13E; So; N; SYMBOLE MUSICAL DEMI-SOUPIR
"𝄿" U1D13F; So; N; SYMBOLE MUSICAL QUART DE SOUPIR
"𝅀" U1D140; So; N; SYMBOLE MUSICAL HUITIÈME DE SOUPIR
"𝅁" U1D141; So; N; SYMBOLE MUSICAL SEIZIÈME DE SOUPIR
"𝅂" U1D142; So; N; SYMBOLE MUSICAL TRENTE-DEUXIÈME DE SOUPIR
"𝅃" U1D143; So; N; SYMBOLE MUSICAL TÊTE DE NOTE X
"𝅄" U1D144; So; N; SYMBOLE MUSICAL TÊTE DE NOTE PLUS
"𝅅" U1D145; So; N; SYMBOLE MUSICAL TÊTE DE NOTE X CERCLÉ
"𝅆" U1D146; So; N; SYMBOLE MUSICAL TÊTE DE NOTE CARRÉE BLANCHE
"𝅇" U1D147; So; N; SYMBOLE MUSICAL TÊTE DE NOTE CARRÉE NOIRE
"𝅈" U1D148; So; N; SYMBOLE MUSICAL TÊTE DE NOTE TRIANGLE BLANC MONTANT
"𝅉" U1D149; So; N; SYMBOLE MUSICAL TÊTE DE NOTE TRIANGLE NOIR MONTANT
"𝅊" U1D14A; So; N; SYMBOLE MUSICAL TÊTE DE NOTE TRIANGLE BLANC PIVOTÉ À GAUCHE
"𝅋" U1D14B; So; N; SYMBOLE MUSICAL TÊTE DE NOTE TRIANGLE NOIR PIVOTÉ À GAUCHE
"𝅌" U1D14C; So; N; SYMBOLE MUSICAL TÊTE DE NOTE TRIANGLE BLANC PIVOTÉ À DROITE
"𝅍" U1D14D; So; N; SYMBOLE MUSICAL TÊTE DE NOTE TRIANGLE NOIR PIVOTÉ À DROITE
"𝅎" U1D14E; So; N; SYMBOLE MUSICAL TÊTE DE NOTE TRIANGLE BLANC DESCENDANT
"𝅏" U1D14F; So; N; SYMBOLE MUSICAL TÊTE DE NOTE TRIANGLE NOIR DESCENDANT
"𝅐" U1D150; So; N; SYMBOLE MUSICAL TÊTE DE NOTE TRIANGLE BLANC MONTANT PAR LA DROITE
"𝅑" U1D151; So; N; SYMBOLE MUSICAL TÊTE DE NOTE TRIANGLE NOIR MONTANT PAR LA DROITE
"𝅒" U1D152; So; N; SYMBOLE MUSICAL TÊTE DE NOTE LUNULE BLANCHE
"𝅓" U1D153; So; N; SYMBOLE MUSICAL TÊTE DE NOTE LUNULE NOIRE
"𝅔" U1D154; So; N; SYMBOLE MUSICAL TÊTE DE NOTE TRIANGLE BLANC ARRONDI DESCENDANT
"𝅕" U1D155; So; N; SYMBOLE MUSICAL TÊTE DE NOTE TRIANGLE NOIR ARRONDI DESCENDANT
"𝅖" U1D156; So; N; SYMBOLE MUSICAL TÊTE DE NOTE PARENTHÈSES
"𝅗" U1D157; So; N; SYMBOLE MUSICAL TÊTE DE NOTE ÉVIDÉE
"𝅘" U1D158; So; N; SYMBOLE MUSICAL TÊTE DE NOTE NOIRE
"𝅙" U1D159; So; N; SYMBOLE MUSICAL TÊTE DE NOTE NULLE
"𝅚" U1D15A; So; N; SYMBOLE MUSICAL TÊTE DE NOTE BLOC BLANC
"𝅛" U1D15B; So; N; SYMBOLE MUSICAL TÊTE DE NOTE BLOC NOIR
"𝅜" U1D15C; So; N; SYMBOLE MUSICAL CARRÉE
"𝅝" U1D15D; So; N; SYMBOLE MUSICAL RONDE
"𝅗𝅥" U1D15E; So; N; SYMBOLE MUSICAL BLANCHE
"𝅘𝅥" U1D15F; So; N; SYMBOLE MUSICAL NOIRE
"𝅘𝅥𝅮" U1D160; So; N; SYMBOLE MUSICAL CROCHE
"𝅘𝅥𝅯" U1D161; So; N; SYMBOLE MUSICAL DOUBLE CROCHE
"𝅘𝅥𝅰" U1D162; So; N; SYMBOLE MUSICAL TRIPLE CROCHE
"𝅘𝅥𝅱" U1D163; So; N; SYMBOLE MUSICAL QUADRUPLE CROCHE
"𝅘𝅥𝅲" U1D164; So; N; SYMBOLE MUSICAL QUINTUPLE CROCHE
"𝅥" U1D165; Mc; N; DIACRITIQUE MUSICAL HAMPE
"𝅦" U1D166; Mc; N; DIACRITIQUE MUSICAL HAMPE SPRECHGESANG
"𝅧" U1D167; Mn; N; DIACRITIQUE MUSICAL TRÉMOLO-1
"𝅨" U1D168; Mn; N; DIACRITIQUE MUSICAL TRÉMOLO-2
"𝅩" U1D169; Mn; N; DIACRITIQUE MUSICAL TRÉMOLO-3
"𝅪" U1D16A; So; N; SYMBOLE MUSICAL TRÉMOLO-TRILLE-1
"𝅫" U1D16B; So; N; SYMBOLE MUSICAL TRÉMOLO-TRILLE-2
"𝅬" U1D16C; So; N; SYMBOLE MUSICAL TRÉMOLO-TRILLE-3
"𝅭" U1D16D; Mc; N; DIACRITIQUE MUSICAL POINT D’AUGMENTATION
"𝅮" U1D16E; Mc; N; DIACRITIQUE MUSICAL CROCHET-1
"𝅯" U1D16F; Mc; N; DIACRITIQUE MUSICAL CROCHET-2
"𝅰" U1D170; Mc; N; DIACRITIQUE MUSICAL CROCHET-3
"𝅱" U1D171; Mc; N; DIACRITIQUE MUSICAL CROCHET-4
"𝅲" U1D172; Mc; N; DIACRITIQUE MUSICAL CROCHET-5
"𝅳" U1D173; Cf; N; SYMBOLE MUSICAL DÉBUT DE RAME
"𝅴" U1D174; Cf; N; SYMBOLE MUSICAL FIN DE RAME
"𝅵" U1D175; Cf; N; SYMBOLE MUSICAL DÉBUT DE TENUE
"𝅶" U1D176; Cf; N; SYMBOLE MUSICAL FIN DE TENUE
"𝅷" U1D177; Cf; N; SYMBOLE MUSICAL DÉBUT DE COULÉ
"𝅸" U1D178; Cf; N; SYMBOLE MUSICAL FIN DE COULÉ
"𝅹" U1D179; Cf; N; SYMBOLE MUSICAL DÉBUT DE PHRASÉ
"𝅺" U1D17A; Cf; N; SYMBOLE MUSICAL FIN DE PHRASÉ
"𝅻" U1D17B; Mn; N; DIACRITIQUE MUSICAL ACCENT
"𝅼" U1D17C; Mn; N; DIACRITIQUE MUSICAL DÉTACHÉ
"𝅽" U1D17D; Mn; N; DIACRITIQUE MUSICAL APPUYÉ
"𝅾" U1D17E; Mn; N; DIACRITIQUE MUSICAL TRÈS DÉTACHÉ
"𝅿" U1D17F; Mn; N; DIACRITIQUE MUSICAL MARQUÉ
"𝆀" U1D180; Mn; N; DIACRITIQUE MUSICAL MARQUÉ-DÉTACHÉ
"𝆁" U1D181; Mn; N; DIACRITIQUE MUSICAL ACCENT-DÉTACHÉ
"𝆂" U1D182; Mn; N; DIACRITIQUE MUSICAL LOURÉ
"𝆃" U1D183; So; N; SYMBOLE MUSICAL ARPÉGÉ MONTANT
"𝆄" U1D184; So; N; SYMBOLE MUSICAL ARPÉGÉ DESCENDANT
"𝆅" U1D185; Mn; N; DIACRITIQUE MUSICAL DOINK
"𝆆" U1D186; Mn; N; DIACRITIQUE MUSICAL RIP
"𝆇" U1D187; Mn; N; DIACRITIQUE MUSICAL FLIP
"𝆈" U1D188; Mn; N; DIACRITIQUE MUSICAL SMEAR
"𝆉" U1D189; Mn; N; DIACRITIQUE MUSICAL BEND
"𝆊" U1D18A; Mn; N; DIACRITIQUE MUSICAL ARTICULATION DOUBLE
"𝆋" U1D18B; Mn; N; DIACRITIQUE MUSICAL ARTICULATION TRIPLE
"𝆌" U1D18C; So; N; SYMBOLE MUSICAL RINFORZANDO
"𝆍" U1D18D; So; N; SYMBOLE MUSICAL SUBITO
"𝆎" U1D18E; So; N; SYMBOLE MUSICAL Z
"𝆏" U1D18F; So; N; SYMBOLE MUSICAL PIANO
"𝆐" U1D190; So; N; SYMBOLE MUSICAL MEZZO
"𝆑" U1D191; So; N; SYMBOLE MUSICAL FORTE
"𝆒" U1D192; So; N; SYMBOLE MUSICAL CRESCENDO
"𝆓" U1D193; So; N; SYMBOLE MUSICAL DECRESCENDO
"𝆔" U1D194; So; N; SYMBOLE MUSICAL APPOGGIATURE BRÈVE
"𝆕" U1D195; So; N; SYMBOLE MUSICAL APPOGGIATURE LONGUE
"𝆖" U1D196; So; N; SYMBOLE MUSICAL TRILLE
"𝆗" U1D197; So; N; SYMBOLE MUSICAL GRUPPETTO
"𝆘" U1D198; So; N; SYMBOLE MUSICAL GRUPPETTO INVERSÉ
"𝆙" U1D199; So; N; SYMBOLE MUSICAL GRUPPETTO BARRÉ
"𝆚" U1D19A; So; N; SYMBOLE MUSICAL GRUPPETTO ÉRIGÉ
"𝆛" U1D19B; So; N; SYMBOLE MUSICAL TRAIT D’ORNEMENT NUMÉRO 1
"𝆜" U1D19C; So; N; SYMBOLE MUSICAL TRAIT D’ORNEMENT NUMÉRO 2
"𝆝" U1D19D; So; N; SYMBOLE MUSICAL TRAIT D’ORNEMENT NUMÉRO 3
"𝆞" U1D19E; So; N; SYMBOLE MUSICAL TRAIT D’ORNEMENT NUMÉRO 4
"𝆟" U1D19F; So; N; SYMBOLE MUSICAL TRAIT D’ORNEMENT NUMÉRO 5
"𝆠" U1D1A0; So; N; SYMBOLE MUSICAL TRAIT D’ORNEMENT NUMÉRO 6
"𝆡" U1D1A1; So; N; SYMBOLE MUSICAL TRAIT D’ORNEMENT NUMÉRO 7
"𝆢" U1D1A2; So; N; SYMBOLE MUSICAL TRAIT D’ORNEMENT NUMÉRO 8
"𝆣" U1D1A3; So; N; SYMBOLE MUSICAL TRAIT D’ORNEMENT NUMÉRO 9
"𝆤" U1D1A4; So; N; SYMBOLE MUSICAL TRAIT D’ORNEMENT NUMÉRO 10
"𝆥" U1D1A5; So; N; SYMBOLE MUSICAL TRAIT D’ORNEMENT NUMÉRO 11
"𝆦" U1D1A6; So; N; SYMBOLE MUSICAL HAUPTSTIMME
"𝆧" U1D1A7; So; N; SYMBOLE MUSICAL NEBENSTIMME
"𝆨" U1D1A8; So; N; SYMBOLE MUSICAL FIN DE STIMME
"𝆩" U1D1A9; So; N; SYMBOLE MUSICAL DEGRÉ BARRÉ
"𝆪" U1D1AA; Mn; N; DIACRITIQUE MUSICAL ARCHET TIRÉ
"𝆫" U1D1AB; Mn; N; DIACRITIQUE MUSICAL ARCHET POUSSÉ
"𝆬" U1D1AC; Mn; N; DIACRITIQUE MUSICAL DIPHONIQUE
"𝆭" U1D1AD; Mn; N; DIACRITIQUE MUSICAL PIZZICATO BARTÓK
"𝆮" U1D1AE; So; N; SYMBOLE MUSICAL PÉDALE APPUYÉE
"𝆯" U1D1AF; So; N; SYMBOLE MUSICAL PÉDALE LEVÉE
"𝆰" U1D1B0; So; N; SYMBOLE MUSICAL DEMI-PÉDALE
"𝆱" U1D1B1; So; N; SYMBOLE MUSICAL GLISSANDO ASCENDANT
"𝆲" U1D1B2; So; N; SYMBOLE MUSICAL GLISSANDO DESCENDANT
"𝆳" U1D1B3; So; N; SYMBOLE MUSICAL AVEC LES ONGLES
"𝆴" U1D1B4; So; N; SYMBOLE MUSICAL ÉTOUFFER
"𝆵" U1D1B5; So; N; SYMBOLE MUSICAL TOUT ÉTOUFFER
"𝆶" U1D1B6; So; N; SYMBOLE MUSICAL MAXIME
"𝆷" U1D1B7; So; N; SYMBOLE MUSICAL LONGUE
"𝆸" U1D1B8; So; N; SYMBOLE MUSICAL BRÈVE
"𝆹" U1D1B9; So; N; SYMBOLE MUSICAL SEMI-BRÈVE
"𝆺" U1D1BA; So; N; SYMBOLE MUSICAL SEMI-BRÈVE NOIRE
"𝆹𝅥" U1D1BB; So; N; SYMBOLE MUSICAL MINIME
"𝆺𝅥" U1D1BC; So; N; SYMBOLE MUSICAL SEMI-MINIME NOIRE
"𝆹𝅥𝅮" U1D1BD; So; N; SYMBOLE MUSICAL SEMI-MINIME
"𝆺𝅥𝅮" U1D1BE; So; N; SYMBOLE MUSICAL FUSE
"𝆹𝅥𝅯" U1D1BF; So; N; SYMBOLE MUSICAL FUSE BLANCHE
"𝆺𝅥𝅯" U1D1C0; So; N; SYMBOLE MUSICAL SEMI-FUSE
"𝇁" U1D1C1; So; N; SYMBOLE MUSICAL SILENCE DE LONGUE PARFAITE
"𝇂" U1D1C2; So; N; SYMBOLE MUSICAL SILENCE DE LONGUE IMPARFAITE
"𝇃" U1D1C3; So; N; SYMBOLE MUSICAL SILENCE DE BRÈVE
"𝇄" U1D1C4; So; N; SYMBOLE MUSICAL SILENCE DE SEMI-BRÈVE
"𝇅" U1D1C5; So; N; SYMBOLE MUSICAL SILENCE DE MINIME
"𝇆" U1D1C6; So; N; SYMBOLE MUSICAL SILENCE DE SEMI-MINIME
"𝇇" U1D1C7; So; N; SYMBOLE MUSICAL TEMPS PARFAIT PROLATION MAJEURE
"𝇈" U1D1C8; So; N; SYMBOLE MUSICAL TEMPS PARFAIT PROLATION MINEURE
"𝇉" U1D1C9; So; N; SYMBOLE MUSICAL TEMPS PARFAIT PROLATION MAJEURE DIMINUTION-1
"𝇊" U1D1CA; So; N; SYMBOLE MUSICAL TEMPS IMPARFAIT PROLATION MAJEURE
"𝇋" U1D1CB; So; N; SYMBOLE MUSICAL TEMPS IMPARFAIT PROLATION MINEURE
"𝇌" U1D1CC; So; N; SYMBOLE MUSICAL TEMPS IMPARFAIT PROLATION MINEURE DIMINUTION-1
"𝇍" U1D1CD; So; N; SYMBOLE MUSICAL TEMPS IMPARFAIT PROLATION MINEURE DIMINUTION-2
"𝇎" U1D1CE; So; N; SYMBOLE MUSICAL TEMPS IMPARFAIT PROLATION MINEURE DIMINUTION-3
"𝇏" U1D1CF; So; N; SYMBOLE MUSICAL CROIX
"𝇐" U1D1D0; So; N; SYMBOLE MUSICAL GRÉGORIEN CLÉ DE DO
"𝇑" U1D1D1; So; N; SYMBOLE MUSICAL GRÉGORIEN CLÉ DE FA
"𝇒" U1D1D2; So; N; SYMBOLE MUSICAL B CARRÉ
"𝇓" U1D1D3; So; N; SYMBOLE MUSICAL VIRGA
"𝇔" U1D1D4; So; N; SYMBOLE MUSICAL PODATUS
"𝇕" U1D1D5; So; N; SYMBOLE MUSICAL CLIVIS
"𝇖" U1D1D6; So; N; SYMBOLE MUSICAL SCANDICUS
"𝇗" U1D1D7; So; N; SYMBOLE MUSICAL CLIMACUS
"𝇘" U1D1D8; So; N; SYMBOLE MUSICAL TORCULUS
"𝇙" U1D1D9; So; N; SYMBOLE MUSICAL PORRECTUS
"𝇚" U1D1DA; So; N; SYMBOLE MUSICAL PORRECTUS FLEXUS
"𝇛" U1D1DB; So; N; SYMBOLE MUSICAL SCANDICUS FLEXUS
"𝇜" U1D1DC; So; N; SYMBOLE MUSICAL TORCULUS RESUPINUS
"𝇝" U1D1DD; So; N; SYMBOLE MUSICAL PES SUBPUNCTIS
"𝇞" U1D1DE; So; N; SYMBOLE MUSICAL KIÉVIEN CLÉ D’UT
"𝇟" U1D1DF; So; N; SYMBOLE MUSICAL KIÉVIEN FIN DE MORCEAU
"𝇠" U1D1E0; So; N; SYMBOLE MUSICAL KIÉVIEN NOTE FINALE
"𝇡" U1D1E1; So; N; SYMBOLE MUSICAL KIÉVIEN SIGNE DE RÉCITATIF
"𝇢" U1D1E2; So; N; SYMBOLE MUSICAL KIÉVIEN RONDE
"𝇣" U1D1E3; So; N; SYMBOLE MUSICAL KIÉVIEN BLANCHE
"𝇤" U1D1E4; So; N; SYMBOLE MUSICAL KIÉVIEN NOIRE HAMPE EN BAS
"𝇥" U1D1E5; So; N; SYMBOLE MUSICAL KIÉVIEN NOIRE HAMPE EN HAUT
"𝇦" U1D1E6; So; N; SYMBOLE MUSICAL KIÉVIEN CROCHE HAMPE EN BAS
"𝇧" U1D1E7; So; N; SYMBOLE MUSICAL KIÉVIEN CROCHE HAMPE EN HAUT
"𝇨" U1D1E8; So; N; SYMBOLE MUSICAL KIÉVIEN BÉMOL
"𝈀" U1D200; So; N; SYMBOLE DE NOTATION GRECQUE VOCALE-1
"𝈁" U1D201; So; N; SYMBOLE DE NOTATION GRECQUE VOCALE-2
"𝈂" U1D202; So; N; SYMBOLE DE NOTATION GRECQUE VOCALE-3
